Lat,Lon,Elev,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Clust
26.3833,-98.8167,52,0.483,0.396,0.206,0.305,0.431,0.405,0.246,0.342,0.776,0.711,0.487,0.498,10
32.0833,-98.9667,498,0.898,0.795,0.559,0.588,0.672,0.51,0.327,0.403,0.686,0.852,0.897,0.963,8
31.9,-100.4833,543,0.558,0.495,0.321,0.384,0.522,0.391,0.253,0.338,0.636,0.703,0.618,0.614,10
27.7833,-97.6667,26,0.782,0.68,0.333,0.376,0.526,0.497,0.354,0.464,0.832,0.872,0.708,0.76,10
28.0333,-97.05,3,0.972,0.817,0.406,0.439,0.591,0.526,0.405,0.495,0.886,0.977,0.913,0.943,8
30.0167,-100.2167,731,0.528,0.464,0.292,0.393,0.47,0.389,0.308,0.378,0.582,0.579,0.531,0.547,10
32.45,-100.5333,725,0.502,0.44,0.29,0.359,0.508,0.422,0.311,0.36,0.598,0.672,0.584,0.574,10
32.85,-100.4667,590,0.489,0.445,0.3,0.366,0.511,0.421,0.306,0.359,0.599,0.671,0.572,0.556,10
31.8167,-95.15,219,1,1,1,1,1,0.834,0.42,0.414,0.717,0.976,1,1,12
31.0667,-94.1,58,0.894,0.984,1,1,1,0.979,0.683,0.625,0.852,0.993,0.992,0.904,12
31.35,-100.5,584,0.501,0.467,0.299,0.359,0.48,0.364,0.215,0.324,0.642,0.706,0.583,0.54,10
29.5333,-98.4667,247,0.946,0.857,0.508,0.548,0.691,0.52,0.3,0.378,0.682,0.858,0.97,1,8
29.8667,-97.9167,187,1,1,0.784,0.662,0.807,0.641,0.325,0.362,0.714,0.945,1,1,8
31.1833,-98.7167,364,1,0.991,0.638,0.627,0.708,0.511,0.307,0.371,0.632,0.856,0.983,1,8
30.15,-102.4,870,0.304,0.248,0.147,0.194,0.284,0.277,0.254,0.321,0.517,0.509,0.355,0.337,3
26.2667,-97.8667,15,0.624,0.466,0.204,0.297,0.468,0.429,0.27,0.401,0.816,0.737,0.516,0.581,10
29.7833,-96.1333,59,1,1,1,1,0.947,0.767,0.478,0.535,0.885,1,1,1,12
29.45,-98.7,286,0.783,0.748,0.447,0.493,0.623,0.447,0.276,0.374,0.693,0.817,0.841,0.838,10
32.7167,-102.55,1018,0.297,0.294,0.195,0.195,0.314,0.351,0.357,0.379,0.508,0.451,0.406,0.389,3
33.6,-99.2667,392,0.669,0.644,0.492,0.498,0.592,0.471,0.322,0.415,0.72,0.816,0.779,0.787,10
35.2167,-100.25,719,0.432,0.464,0.43,0.43,0.602,0.506,0.349,0.406,0.56,0.628,0.632,0.571,10
30.6833,-101.8333,661,0.344,0.312,0.18,0.251,0.337,0.281,0.21,0.286,0.531,0.586,0.429,0.381,3
33.7,-96.6333,232,1,1,1,1,1,0.746,0.431,0.435,0.879,1,1,1,12
31.1833,-105.3167,1382,0.255,0.189,0.109,0.084,0.118,0.181,0.292,0.374,0.448,0.334,0.254,0.286,3
34.4667,-101.3,1000,0.389,0.353,0.284,0.309,0.499,0.493,0.379,0.414,0.513,0.539,0.472,0.477,3
28.0333,-97.5,16,0.843,0.746,0.372,0.411,0.573,0.528,0.399,0.481,0.853,0.906,0.782,0.821,10
30.0167,-97.15,104,1,1,1,0.895,0.84,0.626,0.316,0.375,0.804,0.964,1,1,8
32.7167,-100.9167,712,0.421,0.378,0.272,0.339,0.509,0.442,0.32,0.345,0.567,0.669,0.512,0.51,10
30.3333,-96.5333,80,1,1,1,1,0.998,0.688,0.379,0.426,0.832,0.998,1,1,8
30.5833,-100.65,652,0.5,0.452,0.277,0.363,0.444,0.357,0.26,0.346,0.592,0.614,0.529,0.517,10
36.1833,-101.1833,943,0.371,0.362,0.337,0.328,0.506,0.455,0.401,0.414,0.438,0.437,0.483,0.447,3
33.4833,-100.8833,700,0.404,0.409,0.299,0.336,0.48,0.408,0.309,0.392,0.609,0.623,0.503,0.51,10
32.9333,-99.8,500,0.614,0.565,0.373,0.436,0.544,0.424,0.31,0.397,0.656,0.728,0.679,0.688,10
32.25,-98.2,399,1,1,0.729,0.699,0.759,0.512,0.344,0.407,0.687,0.919,1,1,8
31.8333,-100.9833,690,0.488,0.431,0.284,0.34,0.468,0.37,0.269,0.336,0.626,0.664,0.547,0.536,10
31.0333,-97.5333,215,1,1,1,0.75,0.764,0.541,0.308,0.356,0.678,0.921,1,1,8
36.35,-102.0833,1125,0.313,0.306,0.316,0.326,0.471,0.407,0.415,0.448,0.457,0.39,0.449,0.398,3
29.6167,-95.6333,25,1,1,0.991,0.793,0.819,0.795,0.594,0.627,0.891,0.999,1,1,8
33.15,-95.6333,151,1,1,1,1,1,0.968,0.569,0.47,0.817,1,1,1,12
33.1667,-101.8,951,0.335,0.336,0.252,0.253,0.388,0.386,0.344,0.394,0.548,0.554,0.449,0.412,3
30.5667,-97.4167,172,1,1,0.852,0.683,0.768,0.569,0.303,0.334,0.665,0.916,1,1,8
31.0833,-97.3167,194,1,1,0.846,0.653,0.73,0.529,0.285,0.33,0.656,0.898,1,1,8
33.4167,-94.0833,119,1,1,1,0.987,0.983,0.856,0.601,0.56,0.795,0.976,1,0.994,12
29.4833,-95.6333,22,1,1,0.984,0.772,0.805,0.786,0.595,0.64,0.901,0.999,1,1,8
33.1833,-99.1833,418,0.744,0.698,0.499,0.532,0.607,0.463,0.322,0.418,0.721,0.825,0.813,0.842,10
28.4167,-98.5333,105,0.607,0.57,0.3,0.388,0.521,0.437,0.293,0.398,0.735,0.77,0.643,0.618,10
31.1833,-93.5667,58,0.915,0.971,1,1,1,0.979,0.736,0.647,0.824,0.978,0.982,0.89,12
31.4,-106.05,1074,0.17,0.132,0.071,0.041,0.054,0.102,0.203,0.239,0.268,0.217,0.161,0.201,3
30.8,-94.1833,65,0.925,0.988,1,1,1,0.98,0.709,0.674,0.916,1,0.964,0.887,12
33.75,-99.8667,479,0.542,0.53,0.393,0.418,0.538,0.435,0.315,0.402,0.667,0.724,0.658,0.652,10
34.5333,-101.7667,1058,0.384,0.336,0.262,0.285,0.472,0.493,0.398,0.414,0.492,0.508,0.448,0.454,3
34.4,-100.9,710,0.356,0.341,0.273,0.336,0.506,0.441,0.311,0.369,0.511,0.528,0.465,0.445,10
32.3,-95.3,168,1,1,1,1,1,0.931,0.492,0.443,0.746,0.992,1,1,12
29.2167,-99.7667,278,0.471,0.404,0.244,0.358,0.5,0.403,0.269,0.329,0.591,0.601,0.512,0.543,10
29.1833,-99.8333,280,0.466,0.392,0.242,0.358,0.494,0.403,0.269,0.324,0.579,0.605,0.501,0.523,10
30.5833,-104.5,1350,0.267,0.191,0.113,0.103,0.164,0.239,0.345,0.442,0.546,0.405,0.292,0.293,3
31.05,-104.8333,1205,0.251,0.187,0.102,0.093,0.151,0.205,0.289,0.372,0.487,0.365,0.27,0.273,3
34.15,-99.3333,374,0.637,0.589,0.488,0.465,0.608,0.491,0.322,0.39,0.698,0.797,0.765,0.756,10
28.8667,-96.9333,35,1,1,0.585,0.565,0.767,0.699,0.492,0.506,0.906,0.998,0.998,1,8
31.6,-97.2167,151,1,1,0.806,0.684,0.732,0.517,0.304,0.302,0.619,0.881,1,1,8
31.6167,-97.2333,152,1,1,0.802,0.682,0.736,0.518,0.304,0.302,0.618,0.88,1,1,8
30.3333,-96.15,66,1,1,1,1,1,0.753,0.427,0.464,0.853,1,1,1,12
31.6667,-100.7333,646,0.53,0.478,0.31,0.37,0.496,0.382,0.25,0.338,0.648,0.706,0.599,0.57,10
32.4167,-96.85,192,1,1,0.96,0.851,0.841,0.548,0.336,0.35,0.615,0.915,1,1,8
32.75,-97.7667,291,1,1,0.913,0.73,0.733,0.541,0.35,0.379,0.679,0.915,1,1,8
28.1,-97.4167,15,0.875,0.766,0.384,0.419,0.584,0.535,0.408,0.483,0.853,0.912,0.799,0.842,10
34.8333,-100.2167,622,0.4,0.416,0.357,0.398,0.563,0.465,0.309,0.369,0.547,0.588,0.582,0.502,10
26.15,-97.9667,23,0.567,0.423,0.191,0.29,0.464,0.422,0.265,0.391,0.786,0.705,0.484,0.526,10
31.85,-97.3667,175,1,1,0.934,0.711,0.746,0.502,0.314,0.319,0.631,0.899,1,1,8
33.9833,-98.5,314,0.741,0.714,0.616,0.593,0.649,0.506,0.289,0.378,0.705,0.851,0.854,0.909,8
32.7,-96.0167,159,1,1,1,1,1,0.911,0.48,0.422,0.753,0.996,1,1,12
31.7833,-103.2,856,0.168,0.171,0.091,0.116,0.16,0.214,0.248,0.252,0.405,0.364,0.225,0.178,3
31.9667,-99.9667,568,0.665,0.557,0.357,0.415,0.558,0.414,0.276,0.368,0.637,0.71,0.673,0.7,10
33.3,-94.1667,86,0.986,1,1,0.991,1,0.909,0.598,0.546,0.769,0.972,0.993,0.959,12
29.2667,-97.1167,99,1,1,0.83,0.614,0.803,0.673,0.412,0.444,0.86,0.947,0.999,1,8
31.7,-106.3167,1119,0.219,0.15,0.079,0.041,0.049,0.096,0.2,0.236,0.254,0.214,0.178,0.274,3
26.8833,-99.3,98,0.38,0.34,0.159,0.264,0.393,0.343,0.216,0.348,0.696,0.574,0.383,0.37,3
40.9,-109.15,1673,0,0,0.762,0.45,0.202,0.144,0.108,0.129,0.203,0.383,0.481,0.004,5
40.45,-111.7667,1545,0.944,0.319,0.98,0.822,0.584,0.269,0.177,0.223,0.402,0.802,1,1,2
40.6,-111.6333,2661,1,0.378,0.187,0.942,0.746,0.637,0.426,0.415,0.676,0.995,1,1,2
40.35,-110.2833,1941,0,0,0.56,0.989,0.321,0.157,0.158,0.212,0.311,0.498,0.545,0.001,6
37.4333,-112.4833,2146,0.017,0.01,0.482,0.938,0.42,0.128,0.234,0.339,0.373,0.509,0.872,0.03,6
37.25,-109.3333,1395,0.102,0.98,0.321,0.131,0.083,0.055,0.118,0.154,0.189,0.368,0.541,0.45,5
38.25,-111.9667,1951,0,0.067,0.85,0.27,0.157,0.1,0.153,0.227,0.254,0.299,0.47,0.043,5
38.6167,-109.6167,1259,0.001,0.857,0.437,0.209,0.134,0.077,0.102,0.144,0.197,0.367,0.563,0.402,5
38.3,-112.65,1810,0,0.267,0.979,0.544,0.205,0.121,0.171,0.245,0.273,0.368,0.663,0.166,5
37.0833,-111.6667,1250,0.651,0.397,0.255,0.12,0.073,0.052,0.114,0.173,0.168,0.245,0.417,0.592,1
39.8667,-111.5333,1743,0.341,0.188,0.968,0.818,0.563,0.261,0.202,0.257,0.397,0.73,1,1,2
38.7167,-112.95,1492,0,0.65,0.948,0.318,0.184,0.091,0.105,0.145,0.202,0.33,0.631,0.232,5
37.6167,-109.4833,1841,0,0.666,1,0.406,0.143,0.096,0.183,0.253,0.299,0.504,0.787,0.456,2
37.6,-112.8667,3259,0.074,0.043,0.024,0.068,0.875,0.868,0.701,0.74,0.748,0.894,0.24,0.191,9
37.2833,-109.5667,1327,0.165,0.898,0.24,0.12,0.075,0.048,0.1,0.132,0.167,0.327,0.502,0.476,5
40.85,-111.8833,1384,0.755,0.575,0.894,0.96,0.544,0.257,0.152,0.182,0.342,0.691,1,1,2
37.9,-111.4167,2036,0,0.069,0.857,0.343,0.131,0.098,0.177,0.278,0.288,0.366,0.533,0.044,5
41.5167,-112.05,1289,0.689,0.407,0.942,0.9,0.432,0.255,0.121,0.139,0.314,0.702,1,1,2
37.6333,-112.1667,2412,0.006,0.003,0.125,0.936,0.617,0.219,0.263,0.373,0.398,0.47,0.494,0.008,9
37.5333,-110.7167,1165,0.287,0.309,0.144,0.087,0.058,0.034,0.079,0.118,0.137,0.23,0.334,0.399,1
39.9,-113.7167,1320,0,0.738,0.315,0.195,0.156,0.097,0.069,0.089,0.127,0.233,0.408,0.186,5
38.45,-109.8167,1807,0,0.493,0.981,0.306,0.159,0.103,0.151,0.205,0.259,0.449,0.705,0.273,5
38.15,-109.7833,1523,0.001,0.834,0.605,0.195,0.122,0.074,0.123,0.172,0.219,0.395,0.609,0.411,5
38.3,-111.2667,1676,0,0.384,0.424,0.11,0.108,0.079,0.133,0.198,0.218,0.284,0.351,0.101,5
39.2,-111.0167,1713,0,0.157,0.968,0.28,0.168,0.117,0.14,0.198,0.272,0.396,0.552,0.05,5
38.65,-109.4,1439,0.016,0.92,0.388,0.201,0.133,0.077,0.103,0.148,0.197,0.366,0.583,0.454,5
37.7,-113.1,1703,0,0.668,1,0.388,0.166,0.091,0.155,0.224,0.223,0.366,0.684,0.333,5
37.7167,-109.0833,2060,0.003,0.363,0.959,0.757,0.271,0.153,0.245,0.323,0.375,0.604,0.923,0.423,2
38.1667,-112.2833,1844,0,0.015,0.752,0.583,0.179,0.116,0.175,0.251,0.278,0.337,0.557,0.021,5
40.9167,-111.4,1692,0.158,0.059,0.575,0.886,0.839,0.308,0.186,0.218,0.393,0.77,1,0.867,2
40.9333,-111.15,1984,0.016,0.007,0.196,0.941,0.818,0.489,0.259,0.286,0.465,0.837,1,0.573,6
41.55,-112.1,1286,0.601,0.349,0.945,0.839,0.446,0.27,0.127,0.137,0.316,0.707,1,1,2
40.6167,-111.7833,1512,1,1,0.752,0.832,0.374,0.185,0.113,0.154,0.307,0.7,1,1,7
41.8333,-112.05,1308,0.322,0.275,0.957,0.675,0.458,0.272,0.137,0.144,0.293,0.642,1,1,2
40.4,-111.5333,1606,0.998,0.565,0.964,0.785,0.536,0.261,0.185,0.232,0.392,0.793,1,1,2
39.3333,-112.6,1409,0,0.634,0.84,0.271,0.192,0.094,0.08,0.117,0.191,0.358,0.674,0.231,5
39.2833,-112.65,1399,0,0.634,0.775,0.256,0.183,0.088,0.079,0.117,0.19,0.344,0.64,0.226,5
38.8167,-109.3,1256,0.018,0.863,0.285,0.18,0.128,0.07,0.087,0.128,0.177,0.337,0.526,0.395,5
40.4333,-109.3,1454,0,0.001,0.85,0.343,0.181,0.128,0.098,0.121,0.205,0.409,0.552,0.013,5
40.4833,-111.9,1372,0.133,0.498,0.886,0.734,0.332,0.17,0.119,0.173,0.297,0.607,0.99,0.999,2
40.1667,-110.4,1682,0.007,0.003,0.798,0.496,0.259,0.159,0.154,0.202,0.291,0.446,0.563,0.014,5
40.1833,-112.9167,1323,0.008,0.896,0.551,0.251,0.168,0.102,0.07,0.088,0.12,0.252,0.565,0.375,5
40.9667,-111.4333,1667,0.107,0.012,0.697,0.817,0.693,0.271,0.166,0.198,0.366,0.745,1,0.969,2
39.95,-111.95,1429,0.016,0.69,0.972,0.59,0.326,0.164,0.127,0.173,0.273,0.519,0.932,0.826,2
39.6,-111.2167,2554,0.081,0.046,0.052,0.898,0.835,0.698,0.401,0.45,0.597,0.89,0.927,0.138,9
37.7667,-113.65,1570,0.021,0.892,0.687,0.231,0.135,0.076,0.146,0.192,0.202,0.33,0.594,0.332,5
39.3667,-111.5833,1679,0.005,0.123,0.955,0.758,0.332,0.171,0.147,0.191,0.3,0.489,0.87,0.255,2
37.7667,-111.6,1771,0,0.436,0.856,0.16,0.118,0.083,0.159,0.261,0.268,0.347,0.543,0.186,5
39.1167,-113.95,1518,0,0.612,0.443,0.209,0.152,0.092,0.094,0.12,0.165,0.277,0.422,0.141,5
40.2667,-112.0833,1487,0.237,0.537,0.901,0.619,0.334,0.168,0.132,0.182,0.306,0.625,0.994,1,2
40.9833,-111.8833,1338,0.704,0.351,0.959,0.74,0.417,0.223,0.127,0.164,0.342,0.697,1,1,2
39.0833,-111.1333,1807,0,0.117,0.944,0.387,0.178,0.12,0.147,0.207,0.278,0.413,0.603,0.049,5
38.9667,-112.3333,1560,0.005,0.75,0.966,0.568,0.306,0.146,0.124,0.16,0.252,0.453,0.862,0.476,2
39.8333,-113.4,1321,0,0.806,0.311,0.2,0.148,0.085,0.062,0.082,0.117,0.23,0.432,0.225,5
40.9333,-109.4167,1911,0.009,0.004,0.28,0.929,0.385,0.23,0.175,0.191,0.282,0.487,0.457,0.014,6
40.2833,-109.8667,1539,0,0,0.779,0.223,0.149,0.108,0.095,0.12,0.194,0.36,0.417,0.005,5
38.5833,-112.3333,1804,0.005,0.009,0.736,0.835,0.372,0.184,0.195,0.259,0.322,0.433,0.755,0.046,6
40.7167,-112.2,1320,0.477,0.892,0.994,0.94,0.448,0.21,0.129,0.161,0.291,0.601,0.991,1,2
38.9333,-114.0333,1603,0,0.515,0.669,0.234,0.164,0.1,0.107,0.14,0.187,0.309,0.482,0.142,5
38.9833,-110.15,1240,0,0.695,0.259,0.128,0.106,0.063,0.078,0.122,0.169,0.295,0.385,0.184,5
41.7167,-113.8833,1621,0,0.497,1,0.654,0.313,0.222,0.14,0.161,0.218,0.419,0.899,0.524,2
39.15,-111.8167,1568,0,0.514,1,0.571,0.23,0.125,0.117,0.158,0.257,0.432,0.787,0.355,2
38.25,-110.1833,2012,0,0.43,0.985,0.251,0.135,0.092,0.154,0.219,0.263,0.419,0.642,0.154,5
38.3667,-110.7167,1313,0,0.581,0.142,0.094,0.079,0.05,0.077,0.122,0.157,0.242,0.321,0.15,5
40.4,-110.7667,2056,0.114,0.066,0.363,0.954,0.703,0.337,0.256,0.3,0.445,0.782,0.991,0.155,6
41.6,-111.5667,1695,0.061,0.032,0.416,0.863,0.666,0.334,0.202,0.217,0.382,0.736,1,0.639,2
40.5,-111.4167,1716,0.558,0.044,0.77,0.865,0.627,0.327,0.234,0.278,0.443,0.82,1,1,2
39.4833,-111.0167,2220,0.017,0.009,0.583,0.765,0.423,0.223,0.228,0.302,0.4,0.603,0.797,0.027,6
37.8833,-110.3833,1219,0.084,0.637,0.165,0.099,0.071,0.04,0.081,0.12,0.147,0.259,0.361,0.296,5
37.3833,-109.0833,1597,0.036,0.938,0.627,0.176,0.113,0.073,0.148,0.196,0.24,0.435,0.656,0.513,5
41.2333,-111.7167,1567,0.298,0.004,0.746,0.841,0.707,0.307,0.164,0.189,0.379,0.762,1,1,2
40.0333,-113.9833,1609,0,0.485,0.969,0.304,0.211,0.133,0.092,0.115,0.177,0.329,0.646,0.19,5
40.3667,-109.35,1448,0,0.005,0.868,0.266,0.171,0.12,0.091,0.114,0.202,0.403,0.533,0.014,5
40.3333,-112.6167,1716,0.425,0.612,0.824,0.831,0.477,0.251,0.169,0.189,0.305,0.629,0.998,1,2
40.65,-111.2833,1973,0.242,0.036,0.368,0.909,0.822,0.547,0.286,0.316,0.502,0.889,1,0.999,11
37.0333,-112.5167,1506,1,1,0.649,0.221,0.121,0.075,0.137,0.219,0.22,0.324,0.672,0.98,4
38.8,-112.4333,1521,0,0.702,1,0.656,0.248,0.127,0.127,0.17,0.251,0.426,0.826,0.427,2
40.8167,-113.2,1292,0.022,0.926,0.509,0.267,0.202,0.126,0.077,0.089,0.13,0.296,0.629,0.42,5
37.5167,-111.9833,1771,0,0.622,0.9,0.184,0.119,0.08,0.147,0.243,0.255,0.315,0.554,0.297,5
38.5167,-111.8833,2112,0,0,0.653,0.866,0.214,0.131,0.178,0.25,0.294,0.39,0.584,0.014,5
41.8333,-111.3167,1823,0.075,0.044,0.2,0.891,0.535,0.217,0.148,0.176,0.323,0.592,0.774,0.002,6
38.3,-109.2333,2068,0,0.514,1,0.62,0.191,0.122,0.19,0.263,0.323,0.524,0.854,0.372,2
37.2,-113.2667,981,0.967,0.715,0.474,0.207,0.107,0.063,0.111,0.166,0.161,0.245,0.572,0.809,1
39.55,-111.8667,1612,0.005,0.569,0.963,0.743,0.336,0.162,0.126,0.166,0.284,0.519,0.922,0.659,2
39.7333,-112.3167,1597,0.006,0.575,0.946,0.719,0.337,0.163,0.117,0.159,0.266,0.515,0.935,0.528,2
38.4,-111.65,2157,0,0,0.35,0.947,0.223,0.135,0.201,0.292,0.321,0.401,0.464,0.003,6
41.7333,-111.85,1362,0.396,0.224,0.94,0.712,0.46,0.268,0.133,0.144,0.302,0.657,1,1,2
41.75,-111.8,1460,0.259,0.09,0.957,0.919,0.431,0.231,0.124,0.146,0.301,0.638,1,1,2
41.6667,-111.8833,1368,0.523,0.226,0.956,0.936,0.468,0.243,0.12,0.138,0.306,0.67,1,1,2
37.15,-114.0167,844,0.586,0.405,0.269,0.122,0.064,0.038,0.081,0.111,0.118,0.184,0.378,0.493,1
40.5667,-109.6667,1963,0.007,0.003,0.417,0.955,0.423,0.22,0.176,0.206,0.306,0.527,0.554,0.011,6
40.9833,-109.7333,1963,0,0,0.405,0.978,0.293,0.169,0.134,0.167,0.266,0.458,0.455,0.001,6
39.25,-111.6333,1749,0.005,0.109,0.943,0.878,0.401,0.19,0.167,0.219,0.327,0.538,0.922,0.265,2
38.45,-112.2333,1801,0,0.013,0.747,0.805,0.213,0.131,0.177,0.249,0.298,0.376,0.636,0.031,5
37.15,-109.8667,1259,0.286,0.629,0.194,0.1,0.066,0.041,0.094,0.129,0.157,0.298,0.442,0.538,5
38.4,-113.0167,1527,0,0.556,0.949,0.307,0.174,0.092,0.117,0.164,0.207,0.326,0.573,0.196,5
38.5667,-109.55,1241,0.004,0.878,0.43,0.208,0.134,0.078,0.107,0.149,0.198,0.376,0.586,0.42,5
37.8,-113.9333,1664,0.059,0.941,0.498,0.207,0.127,0.075,0.14,0.18,0.198,0.326,0.547,0.317,5
37.8667,-109.3,2079,0.004,0.362,0.96,0.727,0.271,0.155,0.236,0.309,0.364,0.581,0.908,0.395,2
37.0167,-110.2167,1615,0.023,0.899,0.378,0.127,0.084,0.058,0.131,0.179,0.202,0.334,0.505,0.342,5
41.05,-111.6667,1551,0.499,0.043,0.703,0.852,0.837,0.37,0.211,0.232,0.42,0.814,1,1,2
39.5333,-111.5833,1695,0.006,0.152,0.97,0.875,0.387,0.177,0.149,0.198,0.319,0.527,0.929,0.396,2
40.75,-111.7167,1652,1,0.576,0.973,0.813,0.557,0.286,0.178,0.212,0.394,0.802,1,1,2
40.2,-110.0667,1548,0,0,0.794,0.239,0.149,0.114,0.102,0.132,0.21,0.351,0.407,0.005,5
37.6167,-109.9833,1981,0,0.452,1,0.474,0.14,0.098,0.192,0.264,0.305,0.474,0.748,0.251,2
40.4167,-110.05,1813,0,0,0.582,0.78,0.2,0.144,0.137,0.176,0.266,0.448,0.48,0.001,5
39.7167,-111.8333,1562,0.024,0.658,0.897,0.474,0.282,0.148,0.119,0.168,0.294,0.565,0.969,0.918,2
37.4833,-113.3167,1605,0.131,0.974,0.925,0.288,0.148,0.087,0.151,0.213,0.214,0.343,0.691,0.574,2
39.3833,-112.3333,1545,0.005,0.594,0.959,0.616,0.315,0.149,0.11,0.157,0.256,0.492,0.908,0.419,2
41.25,-111.95,1326,0.795,0.733,0.865,0.771,0.434,0.238,0.112,0.13,0.287,0.63,0.999,1,7
41.2333,-112.0333,1304,0.874,0.793,0.9,0.871,0.402,0.219,0.113,0.14,0.311,0.67,1,1,7
40.3167,-111.65,1469,0.912,0.678,0.86,0.703,0.344,0.177,0.129,0.183,0.333,0.71,1,1,7
37.2667,-112.6333,1664,1,1,0.826,0.25,0.14,0.085,0.147,0.23,0.25,0.358,0.736,0.997,4
40.2833,-111.7333,1375,0.358,0.537,0.909,0.795,0.315,0.162,0.122,0.174,0.303,0.624,0.996,1,2
40.1333,-109.65,1423,0,0.014,0.74,0.181,0.144,0.104,0.083,0.109,0.18,0.358,0.445,0.017,5
37.8167,-112.4333,2015,0,0,0.65,0.808,0.178,0.119,0.205,0.294,0.299,0.367,0.582,0.008,5
41.8,-113.35,1658,0,0.461,1,0.618,0.302,0.222,0.154,0.163,0.211,0.427,0.897,0.473,2
37.8333,-112.8333,1829,0,0.407,0.997,0.571,0.179,0.1,0.165,0.244,0.256,0.396,0.73,0.308,2
39.6333,-113.8833,1457,0,0.807,0.285,0.203,0.155,0.093,0.073,0.097,0.143,0.26,0.43,0.211,5
41.25,-111.8333,1506,0.557,0.085,0.949,0.711,0.5,0.275,0.14,0.16,0.342,0.712,1,1,2
40.3667,-111.7167,1451,0.828,0.454,0.941,0.642,0.484,0.236,0.156,0.208,0.374,0.757,1,1,2
40.25,-111.65,1393,0.698,0.827,0.924,0.719,0.313,0.158,0.11,0.157,0.287,0.621,0.998,1,7
41.6667,-111.1833,1911,0.055,0.03,0.135,0.897,0.523,0.294,0.192,0.202,0.341,0.571,0.577,0.076,6
38.7667,-112.0833,1615,0,0.381,0.994,0.352,0.204,0.117,0.133,0.17,0.246,0.377,0.66,0.246,5
41.9,-111.8167,1426,0.081,0.009,0.878,0.835,0.53,0.288,0.156,0.17,0.324,0.657,1,0.979,2
41.15,-112,1341,0.78,0.608,0.827,0.973,0.509,0.257,0.129,0.154,0.329,0.676,1,1,2
40.2833,-109.9667,1539,0,0,0.776,0.229,0.15,0.114,0.101,0.126,0.195,0.36,0.414,0.004,5
41.8167,-113.4167,1733,0,0.504,1,0.677,0.314,0.223,0.149,0.162,0.211,0.429,0.908,0.545,2
37.1,-113.5667,844,0.737,0.512,0.326,0.137,0.07,0.038,0.08,0.111,0.119,0.192,0.413,0.604,1
38.9667,-111.8667,1564,0,0.461,0.999,0.38,0.203,0.114,0.12,0.156,0.249,0.392,0.674,0.248,5
38.9167,-111.4167,2304,0.006,0.003,0.394,0.941,0.597,0.23,0.233,0.301,0.375,0.544,0.682,0.014,6
40.7667,-112.1167,1283,0.358,0.916,0.978,0.841,0.416,0.201,0.121,0.151,0.271,0.563,0.977,1,2
40.7833,-111.9667,1288,0.389,0.781,0.978,0.986,0.491,0.215,0.131,0.167,0.3,0.592,0.987,1,2
40.7667,-111.9,1304,0.545,0.732,0.908,0.774,0.371,0.186,0.118,0.159,0.297,0.614,0.994,1,7
39.95,-111.7833,1573,0.387,0.438,0.939,0.918,0.431,0.182,0.146,0.204,0.344,0.672,1,1,2
39.25,-112.1,1620,0.064,0.323,0.983,0.923,0.419,0.199,0.161,0.207,0.316,0.548,0.947,0.506,2
39.7833,-111.1167,2326,0.004,0.002,0.424,0.841,0.767,0.288,0.25,0.322,0.458,0.77,0.997,0.153,6
39.6833,-111.2,2655,0.005,0.002,0.017,0.876,0.771,0.467,0.398,0.453,0.606,0.906,0.933,0.114,9
40.6,-111.5833,2664,1,0.382,0.125,0.867,0.804,0.683,0.435,0.436,0.705,0.998,1,1,2
40.55,-111.5,1832,1,0.307,0.866,0.74,0.777,0.321,0.205,0.251,0.452,0.879,1,1,2
41.9667,-112.7167,1390,0.011,0.189,0.99,0.853,0.434,0.271,0.161,0.16,0.243,0.512,0.969,0.581,2
40.0833,-111.6,1439,0.652,0.402,0.949,0.713,0.353,0.189,0.155,0.22,0.379,0.747,1,1,2
39.5667,-110.3667,2068,0.008,0.004,0.656,0.938,0.415,0.206,0.214,0.275,0.361,0.543,0.669,0.012,6
39.55,-110.3833,1990,0.007,0.003,0.715,0.854,0.345,0.191,0.198,0.263,0.346,0.517,0.654,0.011,6
41.7167,-112.4333,1402,0.033,0.116,0.963,0.909,0.406,0.25,0.143,0.154,0.291,0.638,1,0.924,2
38.9667,-109.7167,1554,0,0.625,0.746,0.212,0.156,0.098,0.12,0.168,0.231,0.396,0.62,0.278,5
40.45,-111.7,1719,0.999,0.327,0.961,0.773,0.6,0.301,0.198,0.246,0.442,0.858,1,1,2
40.5333,-112.3,1545,0.846,0.744,0.818,0.986,0.531,0.251,0.165,0.19,0.345,0.719,1,1,2
41.7167,-112.1667,1314,0.294,0.309,0.949,0.853,0.36,0.239,0.119,0.131,0.287,0.65,1,1,2
41.9167,-111.9167,1358,0.185,0.052,0.94,0.83,0.541,0.29,0.153,0.173,0.338,0.692,1,1,2
37.6333,-112.0833,1914,0,0.076,0.846,0.537,0.141,0.098,0.166,0.268,0.286,0.339,0.58,0.076,5
40.3667,-111.9,1371,0.159,0.737,0.978,0.711,0.363,0.174,0.114,0.155,0.271,0.556,0.967,1,2
40.4333,-109.5167,1603,0,0,0.787,0.414,0.177,0.127,0.094,0.121,0.215,0.43,0.543,0.008,5
